Date,Capital Value,Fund Code,Fund Type
2020-01-16,174.48692172969754,377010,Mutual Fund
2020-01-16,160.99591255064078,040001,Strategy Fund
2020-01-16,148.8473713386319,050001,Strategy Fund
2020-01-16,204.50015203385138,070002,Strategy Fund
2020-01-16,230.31121274163885,110011,Strategy Fund
2020-01-16,218.68813896329988,161005,Strategy Fund
2020-01-16,167.30354463984838,163402,Strategy Fund
2020-01-16,183.79622556540522,202002,Strategy Fund
2020-01-16,187.0564336644877,260116,Strategy Fund
2020-01-16,181.20347407287548,270006,Strategy Fund
2020-01-16,160.033523059055,377010,Strategy Fund
2020-01-16,188.75204357547608,519008,Strategy Fund
2020-01-17,135.10408225456698,Shanghai Composite,Index
2020-01-17,137.18858402521187,040001,Mutual Fund
2020-01-17,133.83984550763304,050001,Mutual Fund
2020-01-17,300.6712329308025,070002,Mutual Fund
2020-01-17,416.596765421206,110011,Mutual Fund
2020-01-17,340.8329706889174,161005,Mutual Fund
2020-01-17,316.32930970542475,163402,Mutual Fund
2020-01-17,220.86702324226653,202002,Mutual Fund
2020-01-17,313.8559819144763,260116,Mutual Fund
2020-01-17,164.70396976786284,270006,Mutual Fund
2020-01-17,174.41712696100566,377010,Mutual Fund
2020-01-17,161.30786188706762,040001,Strategy Fund
2020-01-17,149.24684498595857,050001,Strategy Fund
2020-01-17,205.44744935686464,070002,Strategy Fund
2020-01-17,230.81785238722966,110011,Strategy Fund
2020-01-17,219.05557693007546,161005,Strategy Fund
2020-01-17,167.52737756017774,163402,Strategy Fund
2020-01-17,184.73104606565357,202002,Strategy Fund
2020-01-17,187.6413224606883,260116,Strategy Fund
2020-01-17,181.82573783734537,270006,Strategy Fund
2020-01-17,160.37028242162827,377010,Strategy Fund
2020-01-17,189.71795857616675,519008,Strategy Fund
2020-01-20,135.9957691974471,Shanghai Composite,Index
2020-01-20,137.88824580374046,040001,Mutual Fund
2020-01-20,135.9678990512044,050001,Mutual Fund
2020-01-20,302.8661329311974,070002,Mutual Fund
2020-01-20,417.1383412162536,110011,Mutual Fund
2020-01-20,345.9454652492512,161005,Mutual Fund
2020-01-20,317.56299401327595,163402,Mutual Fund
2020-01-20,225.6377509442995,202002,Mutual Fund
2020-01-20,318.532436045002,260116,Mutual Fund
2020-01-20,166.15336470182,270006,Mutual Fund
2020-01-20,177.27756784316614,377010,Mutual Fund
2020-01-20,162.79571972032244,040001,Strategy Fund
2020-01-20,150.87957589158995,050001,Strategy Fund
2020-01-20,208.00998225356767,070002,Strategy Fund
2020-01-20,231.89714903000146,110011,Strategy Fund
2020-01-20,220.97492189362757,161005,Strategy Fund
2020-01-20,168.76211145703815,163402,Strategy Fund
2020-01-20,187.10285353874818,202002,Strategy Fund
2020-01-20,189.49062620881477,260116,Strategy Fund
2020-01-20,183.74774997069312,270006,Strategy Fund
2020-01-20,162.222404843113,377010,Strategy Fund
2020-01-20,191.84965700393118,519008,Strategy Fund
2020-01-21,134.0782288517631,Shanghai Composite,Index
2020-01-21,136.13706508203296,040001,Mutual Fund
2020-01-21,134.97533338813062,050001,Mutual Fund
2020-01-21,300.0191912816442,070002,Mutual Fund
2020-01-21,414.2600866618614,110011,Mutual Fund
2020-01-21,341.37898510796106,161005,Mutual Fund
2020-01-21,312.2914483126556,163402,Mutual Fund
2020-01-21,224.17110556316152,202002,Mutual Fund
2020-01-21,315.76120385141047,260116,Mutual Fund
2020-01-21,163.27891149247853,270006,Mutual Fund
2020-01-21,174.86659292049907,377010,Mutual Fund
2020-01-21,160.4564258100924,040001,Strategy Fund
2020-01-21,148.632811564933,050001,Strategy Fund
2020-01-21,206.88477484999495,070002,Strategy Fund
2020-01-21,230.16868839327657,110011,Strategy Fund
2020-01-21,217.76555561700346,161005,Strategy Fund
2020-01-21,166.15415634141266,163402,Strategy Fund
2020-01-21,185.92436679396792,202002,Strategy Fund
2020-01-21,187.6604913171711,260116,Strategy Fund
2020-01-21,181.68123111288634,270006,Strategy Fund
2020-01-21,159.5600972125072,377010,Strategy Fund
2020-01-21,190.89773146518002,519008,Strategy Fund
2020-01-22,134.45364789254802,Shanghai Composite,Index
2020-01-22,137.02195600506616,040001,Mutual Fund
2020-01-22,136.1091261885909,050001,Mutual Fund
2020-01-22,301.6392949145651,070002,Mutual Fund
2020-01-22,412.89302837587735,110011,Mutual Fund
2020-01-22,343.87105169924916,161005,Mutual Fund
2020-01-22,316.56984115453895,163402,Mutual Fund
2020-01-22,228.25101968441112,202002,Mutual Fund
2020-01-22,316.771639703735,260116,Mutual Fund
2020-01-22,164.5361591109706,270006,Mutual Fund
2020-01-22,175.88081915943798,377010,Mutual Fund
2020-01-22,161.0508605020828,040001,Strategy Fund
2020-01-22,149.94359381993036,050001,Strategy Fund
2020-01-22,207.74818437373898,070002,Strategy Fund
2020-01-22,229.19305134978228,110011,Strategy Fund
2020-01-22,218.91193507129168,161005,Strategy Fund
2020-01-22,166.77669535783045,163402,Strategy Fund
2020-01-22,187.05417769851942,202002,Strategy Fund
2020-01-22,188.2822512547015,260116,Strategy Fund
2020-01-22,182.6034839739601,270006,Strategy Fund
2020-01-22,161.3650193288167,377010,Strategy Fund
2020-01-22,191.0641921361703,519008,Strategy Fund
2020-01-23,130.75617257550297,Shanghai Composite,Index
2020-01-23,133.85674882134913,040001,Mutual Fund
2020-01-23,133.26444545124934,050001,Mutual Fund
2020-01-23,296.0891318881371,070002,Mutual Fund
2020-01-23,401.70362730689095,110011,Mutual Fund
2020-01-23,331.93872620528526,161005,Mutual Fund
2020-01-23,309.6053046491391,163402,Mutual Fund
2020-01-23,222.7501701100168,202002,Mutual Fund
2020-01-23,307.6169393162971,260116,Mutual Fund
2020-01-23,159.61652795355258,270006,Mutual Fund
2020-01-23,169.81293089843737,377010,Mutual Fund
2020-01-23,156.28155060170377,040001,Strategy Fund
2020-01-23,145.28517823942445,050001,Strategy Fund
2020-01-23,201.58548540583482,070002,Strategy Fund
2020-01-23,222.35734802780632,110011,Strategy Fund
2020-01-23,212.04689770958512,161005,Strategy Fund
2020-01-23,161.61032689602922,163402,Strategy Fund
2020-01-23,181.75791274408837,202002,Strategy Fund
2020-01-23,182.43918407501394,260116,Strategy Fund
2020-01-23,177.15004071015696,270006,Strategy Fund
2020-01-23,156.39865760854826,377010,Strategy Fund
2020-01-23,185.52612238523682,519008,Strategy Fund
2020-02-03,120.66179605267413,Shanghai Composite,Index
2020-02-03,127.00328328169603,040001,Mutual Fund
2020-02-03,125.02870272236215,050001,Mutual Fund
2020-02-03,279.5673583287791,070002,Mutual Fund
2020-02-03,375.9544247965193,110011,Mutual Fund
2020-02-03,307.4416482113352,161005,Mutual Fund
2020-02-03,292.36028918018206,163402,Mutual Fund
2020-02-03,209.5188100054818,202002,Mutual Fund
2020-02-03,288.72925924227644,260116,Mutual Fund
2020-02-03,149.3372235533438,270006,Mutual Fund
2020-02-03,156.95809202942567,377010,Mutual Fund
2020-02-03,144.1564614567256,040001,Strategy Fund
2020-02-03,133.63101453208358,050001,Strategy Fund
2020-02-03,187.63820639749864,070002,Strategy Fund
2020-02-03,208.5275942842494,110011,Strategy Fund
2020-02-03,195.52378133579197,161005,Strategy Fund
2020-02-03,148.94489932017655,163402,Strategy Fund
2020-02-03,169.16802393844725,202002,Strategy Fund
2020-02-03,169.01713789940837,260116,Strategy Fund
2020-02-03,164.29306704254842,270006,Strategy Fund
2020-02-03,143.1828822174791,377010,Strategy Fund
2020-02-03,173.53055718234782,519008,Strategy Fund
2020-02-04,122.27866411977996,Shanghai Composite,Index
2020-02-04,130.6990788251934,040001,Mutual Fund
2020-02-04,129.00461546893328,050001,Mutual Fund
2020-02-04,291.4489710577522,070002,Mutual Fund
2020-02-04,380.50347333655714,110011,Mutual Fund
2020-02-04,319.3088958322927,161005,Mutual Fund
2020-02-04,302.7683154749966,163402,Mutual Fund
2020-02-04,217.01958340367807,202002,Mutual Fund
2020-02-04,297.67986627878696,260116,Mutual Fund
2020-02-04,155.01203804837087,270006,Mutual Fund
2020-02-04,161.60405155349667,377010,Mutual Fund
2020-02-04,147.18497327044716,040001,Strategy Fund
2020-02-04,136.68229056007516,050001,Strategy Fund
2020-02-04,192.12471628542036,070002,Strategy Fund
2020-02-04,213.5384256296303,110011,Strategy Fund
2020-02-04,199.899630344619,161005,Strategy Fund
2020-02-04,152.02710440713292,163402,Strategy Fund
2020-02-04,173.62131143444407,202002,Strategy Fund
2020-02-04,172.45073271281746,260116,Strategy Fund
2020-02-04,168.17509262699926,270006,Strategy Fund
2020-02-04,146.49787252961144,377010,Strategy Fund
2020-02-04,177.58914473477694,519008,Strategy Fund
2020-02-05,123.80714742127721,Shanghai Composite,Index
2020-02-05,131.92765016615022,040001,Mutual Fund
2020-02-05,129.8560459310282,050001,Mutual Fund
2020-02-05,293.45996895805064,070002,Mutual Fund
2020-02-05,391.2336712846481,110011,Mutual Fund
2020-02-05,321.5759889927021,161005,Mutual Fund
2020-02-05,307.4915011964066,163402,Mutual Fund
2020-02-05,218.71233615422673,202002,Mutual Fund
2020-02-05,303.7525355508742,260116,Mutual Fund
2020-02-05,157.89526195607056,270006,Mutual Fund
2020-02-05,163.1392900432549,377010,Mutual Fund
2020-02-05,149.41065435468937,040001,Strategy Fund
2020-02-05,138.65202901960077,050001,Strategy Fund
2020-02-05,196.85443018732005,070002,Strategy Fund
2020-02-05,218.27392558226632,110011,Strategy Fund
2020-02-05,203.1064015571551,161005,Strategy Fund
2020-02-05,154.3212715508362,163402,Strategy Fund
2020-02-05,177.593257811005,202002,Strategy Fund
2020-02-05,175.9908857389485,260116,Strategy Fund
2020-02-05,170.7785645435249,270006,Strategy Fund
2020-02-05,148.39168551304442,377010,Strategy Fund
2020-02-05,181.75513682965493,519008,Strategy Fund
2020-02-06,125.93663035692319,Shanghai Composite,Index
2020-02-06,132.9830713674794,040001,Mutual Fund
2020-02-06,132.69989333691774,050001,Mutual Fund
2020-02-06,302.6746119833335,070002,Mutual Fund
2020-02-06,401.5231168394343,110011,Mutual Fund
2020-02-06,329.0365519373328,161005,Mutual Fund
2020-02-06,315.4555310773935,163402,Mutual Fund
2020-02-06,223.8739472874665,202002,Mutual Fund
2020-02-06,309.918712022557,260116,Mutual Fund
2020-02-06,161.46369487627777,270006,Mutual Fund
2020-02-06,165.86371618697723,377010,Mutual Fund
2020-02-06,152.35682514341693,040001,Strategy Fund
2020-02-06,141.7622904948839,050001,Strategy Fund
2020-02-06,202.533460254725,070002,Strategy Fund
2020-02-06,224.0230662902448,110011,Strategy Fund
2020-02-06,207.65136394880997,161005,Strategy Fund
2020-02-06,157.43715791013764,163402,Strategy Fund
2020-02-06,182.7246372692078,202002,Strategy Fund
2020-02-06,180.25321572126475,260116,Strategy Fund
2020-02-06,174.80376794307864,270006,Strategy Fund
2020-02-06,151.73172980990793,377010,Strategy Fund
2020-02-06,186.6178018847576,519008,Strategy Fund
2020-02-07,126.35222123710103,Shanghai Composite,Index
2020-02-07,132.27826108923176,040001,Mutual Fund
2020-02-07,133.54917265427403,050001,Mutual Fund
2020-02-07,306.8515216287035,070002,Mutual Fund
2020-02-07,400.3586998005999,110011,Mutual Fund
2020-02-07,329.2010702133014,161005,Mutual Fund
2020-02-07,316.74889875481085,163402,Mutual Fund
2020-02-07,225.21719097119131,202002,Mutual Fund
2020-02-07,308.3381265912419,260116,Mutual Fund
2020-02-07,162.190281503221,270006,Mutual Fund
2020-02-07,166.52717105172513,377010,Mutual Fund
2020-02-07,152.8047946455028,040001,Strategy Fund
2020-02-07,143.14604095833903,050001,Strategy Fund
2020-02-07,203.59116826476492,070002,Strategy Fund
2020-02-07,224.66273588914984,110011,Strategy Fund
2020-02-07,209.32028897767515,161005,Strategy Fund
2020-02-07,158.3558906711833,163402,Strategy Fund
2020-02-07,184.0568229919458,202002,Strategy Fund
2020-02-07,181.04176639047358,260116,Strategy Fund
2020-02-07,175.8630217281554,270006,Strategy Fund
2020-02-07,153.5750318766762,377010,Strategy Fund
2020-02-07,186.7992354237775,519008,Strategy Fund
2020-02-10,126.99661756541028,Shanghai Composite,Index
2020-02-10,133.50844891736162,040001,Mutual Fund
2020-02-10,134.25698326934167,050001,Mutual Fund
2020-02-10,306.1764482811203,070002,Mutual Fund
2020-02-10,403.4414617890646,110011,Mutual Fund
2020-02-10,331.9992793101145,161005,Mutual Fund
2020-02-10,320.80328465887237,163402,Mutual Fund
2020-02-10,224.4739742409864,202002,Mutual Fund
2020-02-10,311.329006419177,260116,Mutual Fund
2020-02-10,162.61197623512936,270006,Mutual Fund
2020-02-10,169.44139654513035,377010,Mutual Fund
2020-02-10,153.73655781595724,040001,Strategy Fund
2020-02-10,143.85868283875013,050001,Strategy Fund
2020-02-10,203.61306202334197,070002,Strategy Fund
2020-02-10,224.87461780710981,110011,Strategy Fund
2020-02-10,210.61610329993513,161005,Strategy Fund
2020-02-10,159.63459967670795,163402,Strategy Fund
2020-02-10,183.76631379620324,202002,Strategy Fund
2020-02-10,181.91119680914665,260116,Strategy Fund
2020-02-10,175.8743575755659,270006,Strategy Fund
2020-02-10,154.41433316404311,377010,Strategy Fund
2020-02-10,186.6107974874762,519008,Strategy Fund
2020-02-11,127.49190437391538,Shanghai Composite,Index
2020-02-11,134.73672664740138,040001,Mutual Fund
2020-02-11,134.9685452806692,050001,Mutual Fund
2020-02-11,307.9216540363227,070002,Mutual Fund
2020-02-11,409.0089539617537,110011,Mutual Fund
2020-02-11,334.75487332838844,161005,Mutual Fund
2020-02-11,321.5411322135878,163402,Mutual Fund
2020-02-11,225.2596331508298,202002,Mutual Fund
2020-02-11,313.8196384705304,260116,Mutual Fund
2020-02-11,163.58764809254015,270006,Mutual Fund
2020-02-11,170.45804492440112,377010,Mutual Fund
2020-02-11,154.44576893450025,040001,Strategy Fund
2020-02-11,144.3023760936147,050001,Strategy Fund
2020-02-11,203.99404757903278,070002,Strategy Fund
2020-02-11,225.69451993448806,110011,Strategy Fund
2020-02-11,211.36511991214402,161005,Strategy Fund
2020-02-11,160.30466321014987,163402,Strategy Fund
2020-02-11,184.01164956400982,202002,Strategy Fund
2020-02-11,182.48157945376744,260116,Strategy Fund
2020-02-11,176.50753666341728,270006,Strategy Fund
2020-02-11,154.87274910759052,377010,Strategy Fund
2020-02-11,187.14709626245008,519008,Strategy Fund
2020-02-12,128.6010839419684,Shanghai Composite,Index
2020-02-12,135.0870421366846,040001,Mutual Fund
2020-02-12,137.10104829610376,050001,Mutual Fund
2020-02-12,312.2017650274276,070002,Mutual Fund
2020-02-12,410.3586835098275,110011,Mutual Fund
2020-02-12,338.5041279096664,161005,Mutual Fund
2020-02-12,322.66652617633537,163402,Mutual Fund
2020-02-12,229.20167673096938,202002,Mutual Fund
2020-02-12,315.51426451827126,260116,Mutual Fund
2020-02-12,164.5200976866676,270006,Mutual Fund
2020-02-12,172.3160376140771,377010,Mutual Fund
2020-02-12,156.3204219577757,040001,Strategy Fund
2020-02-12,146.5891630008213,050001,Strategy Fund
2020-02-12,207.05170907225246,070002,Strategy Fund
2020-02-12,227.55295614736576,110011,Strategy Fund
2020-02-12,214.2784280181553,161005,Strategy Fund
2020-02-12,162.33683531367836,163402,Strategy Fund
2020-02-12,186.99371975301472,202002,Strategy Fund
2020-02-12,184.9252884981277,260116,Strategy Fund
2020-02-12,178.68959030712676,270006,Strategy Fund
2020-02-12,157.5382290232981,377010,Strategy Fund
2020-02-12,189.40212207461897,519008,Strategy Fund
2020-02-13,127.68801624598045,Shanghai Composite,Index
2020-02-13,134.73581582712922,040001,Mutual Fund
2020-02-13,136.53893399808973,050001,Mutual Fund
2020-02-13,308.54900437660666,070002,Mutual Fund
2020-02-13,408.1017107505234,110011,Mutual Fund
2020-02-13,336.5746543805813,161005,Mutual Fund
2020-02-13,322.3761263027767,163402,Mutual Fund
2020-02-13,228.37655069473786,202002,Mutual Fund
2020-02-13,312.73773899051054,260116,Mutual Fund
2020-02-13,163.2861969540176,270006,Mutual Fund
2020-02-13,171.2476781808698,377010,Mutual Fund
2020-02-13,155.68184375380727,040001,Strategy Fund
2020-02-13,146.35194326982378,050001,Strategy Fund
2020-02-13,206.28958454921192,070002,Strategy Fund
2020-02-13,226.18154655190304,110011,Strategy Fund
2020-02-13,213.66664575117375,161005,Strategy Fund
2020-02-13,161.80558000076056,163402,Strategy Fund
2020-02-13,186.5336811814202,202002,Strategy Fund
2020-02-13,184.20621348293224,260116,Strategy Fund
2020-02-13,178.03058130132803,270006,Strategy Fund
2020-02-13,157.38684304509476,377010,Strategy Fund
2020-02-13,188.46655498821946,519008,Strategy Fund
2020-02-14,128.1732307077152,Shanghai Composite,Index
2020-02-14,135.26128550885502,040001,Mutual Fund
2020-02-14,137.1123975208817,050001,Mutual Fund
2020-02-14,308.7649886796703,070002,Mutual Fund
2020-02-14,411.8562464894283,110011,Mutual Fund
2020-02-14,339.03164935755956,161005,Mutual Fund
2020-02-14,324.82618486267774,163402,Mutual Fund
2020-02-14,229.06168034682204,202002,Mutual Fund
2020-02-14,313.2381193728953,260116,Mutual Fund
2020-02-14,164.0209848403107,270006,Mutual Fund
2020-02-14,171.81279551886666,377010,Mutual Fund
2020-02-14,156.87809869070676,040001,Strategy Fund
2020-02-14,147.48693981179707,050001,Strategy Fund
2020-02-14,207.30176001472404,070002,Strategy Fund
2020-02-14,226.2836298529086,110011,Strategy Fund
2020-02-14,214.92879290078574,161005,Strategy Fund
2020-02-14,162.7819641897146,163402,Strategy Fund
2020-02-14,187.69411338495362,202002,Strategy Fund
2020-02-14,185.08836613966093,260116,Strategy Fund
2020-02-14,179.1425426468787,270006,Strategy Fund
2020-02-14,158.73968199138568,377010,Strategy Fund
2020-02-14,189.3886607552636,519008,Strategy Fund
2020-02-17,131.09558036785108,Shanghai Composite,Index
2020-02-17,136.84384254930865,040001,Mutual Fund
2020-02-17,140.66360861667258,050001,Mutual Fund
2020-02-17,315.5269419317551,070002,Mutual Fund
2020-02-17,412.9270727303008,110011,Mutual Fund
2020-02-17,347.71085958111314,161005,Mutual Fund
2020-02-17,331.1278128490137,163402,Mutual Fund
2020-02-17,235.2692518842209,202002,Mutual Fund
2020-02-17,321.10039616915503,260116,Mutual Fund
2020-02-17,167.48182762044124,270006,Mutual Fund
2020-02-17,175.95348389087138,377010,Mutual Fund
2020-02-17,160.32418498546576,040001,Strategy Fund
2020-02-17,150.984798101755,050001,Strategy Fund
2020-02-17,212.0348695890803,070002,Strategy Fund
2020-02-17,230.51232754458786,110011,Strategy Fund
2020-02-17,219.74752734286517,161005,Strategy Fund
2020-02-17,166.28521963599266,163402,Strategy Fund
2020-02-17,191.95818235656768,202002,Strategy Fund
2020-02-17,189.22123001742787,260116,Strategy Fund
2020-02-17,183.22802779795447,270006,Strategy Fund
2020-02-17,162.5970409177437,377010,Strategy Fund
2020-02-17,193.5084718581395,519008,Strategy Fund
2020-02-18,131.16112815803498,Shanghai Composite,Index
2020-02-18,136.48804855868042,040001,Mutual Fund
2020-02-18,141.08559944252258,050001,Mutual Fund
2020-02-18,316.6628389227094,070002,Mutual Fund
2020-02-18,408.6326311739056,110011,Mutual Fund
2020-02-18,349.48418496497686,161005,Mutual Fund
2020-02-18,333.1476925073927,163402,Mutual Fund
2020-02-18,238.21011753277364,202002,Mutual Fund
2020-02-18,320.4903054164336,260116,Mutual Fund
2020-02-18,168.28574039301932,270006,Mutual Fund
2020-02-18,175.7775304069805,377010,Mutual Fund
2020-02-18,160.17535681241552,040001,Strategy Fund
2020-02-18,151.69412314961278,050001,Strategy Fund
2020-02-18,213.0916247892859,070002,Strategy Fund
2020-02-18,230.19272790735494,110011,Strategy Fund
2020-02-18,220.2538326471819,161005,Strategy Fund
2020-02-18,166.32235436059682,163402,Strategy Fund
2020-02-18,193.27234831762482,202002,Strategy Fund
2020-02-18,189.60156942763834,260116,Strategy Fund
2020-02-18,183.66066486220944,270006,Strategy Fund
2020-02-18,163.63617346121998,377010,Strategy Fund
2020-02-18,193.75518162805122,519008,Strategy Fund
2020-02-19,130.7414125479293,Shanghai Composite,Index
2020-02-19,136.13317963242787,040001,Mutual Fund
2020-02-19,139.37846368926805,050001,Mutual Fund
2020-02-19,313.6228756690514,070002,Mutual Fund
2020-02-19,407.77450264844043,110011,Mutual Fund
2020-02-19,348.1910934806064,161005,Mutual Fund
2020-02-19,332.348138045375,163402,Mutual Fund
2020-02-19,235.6136272516664,202002,Mutual Fund
2020-02-19,317.9904810341854,260116,Mutual Fund
2020-02-19,167.3433402468184,270006,Mutual Fund
2020-02-19,175.7423749008991,377010,Mutual Fund
2020-02-19,159.10784495708472,040001,Strategy Fund
2020-02-19,150.54109900580968,050001,Strategy Fund
2020-02-19,210.72572371728177,070002,Strategy Fund
2020-02-19,228.66751232640925,110011,Strategy Fund
2020-02-19,218.75352549981076,161005,Strategy Fund
2020-02-19,165.26770410977704,163402,Strategy Fund
2020-02-19,191.11971192117898,202002,Strategy Fund
2020-02-19,187.8821025213123,260116,Strategy Fund
2020-02-19,182.3695851331511,270006,Strategy Fund
2020-02-19,162.40827972136356,377010,Strategy Fund
2020-02-19,191.80197601228338,519008,Strategy Fund
2020-02-20,133.14705453881118,Shanghai Composite,Index
2020-02-20,137.5353513826419,040001,Mutual Fund
2020-02-20,141.3715757200246,050001,Mutual Fund
2020-02-20,318.9544645554252,070002,Mutual Fund
2020-02-20,418.3766397172999,110011,Mutual Fund
2020-02-20,354.73708603804187,161005,Mutual Fund
2020-02-20,337.0342467918148,163402,Mutual Fund
2020-02-20,239.5954975522195,202002,Mutual Fund
2020-02-20,322.4741468167674,260116,Mutual Fund
2020-02-20,171.62732975713695,270006,Mutual Fund
2020-02-20,177.57009559986844,377010,Mutual Fund
2020-02-20,161.91806443118185,040001,Strategy Fund
2020-02-20,153.59118943922627,050001,Strategy Fund
2020-02-20,214.43036861442283,070002,Strategy Fund
2020-02-20,232.5535641945796,110011,Strategy Fund
2020-02-20,222.9336564347888,161005,Strategy Fund
2020-02-20,168.23731690375462,163402,Strategy Fund
2020-02-20,194.71855363556656,202002,Strategy Fund
2020-02-20,191.0558483497086,260116,Strategy Fund
2020-02-20,186.01891689435314,270006,Strategy Fund
2020-02-20,165.88403643991555,377010,Strategy Fund
2020-02-20,194.983155566047,519008,Strategy Fund
2020-02-21,133.55981040788149,Shanghai Composite,Index
2020-02-21,137.89294329623672,040001,Mutual Fund
2020-02-21,143.22354336195693,050001,Mutual Fund
2020-02-21,322.8457090230014,070002,Mutual Fund
2020-02-21,418.3766397172999,110011,Mutual Fund
2020-02-21,357.68140385215753,161005,Mutual Fund
2020-02-21,337.87683240879426,163402,Mutual Fund
2020-02-21,243.2852682145237,202002,Mutual Fund
2020-02-21,323.86078564807946,260116,Mutual Fund
2020-02-21,171.6959806890398,270006,Mutual Fund
2020-02-21,178.52897411610772,377010,Mutual Fund
2020-02-21,162.6215549456096,040001,Strategy Fund
2020-02-21,154.995387463017,050001,Strategy Fund
2020-02-21,216.5256877157963,070002,Strategy Fund
2020-02-21,232.27578030230248,110011,Strategy Fund
2020-02-21,224.2456767732288,161005,Strategy Fund
2020-02-21,168.9452809063219,163402,Strategy Fund
2020-02-21,196.86062866079342,202002,Strategy Fund
2020-02-21,192.3964091488437,260116,Strategy Fund
2020-02-21,187.0972460551556,270006,Strategy Fund
2020-02-21,167.68119444204567,377010,Strategy Fund
2020-02-21,196.15426150625402,519008,Strategy Fund
2020-02-24,133.18584293873943,Shanghai Composite,Index
2020-02-24,137.7136824699516,040001,Mutual Fund
2020-02-24,144.3550093545164,050001,Mutual Fund
2020-02-24,325.5898975496969,070002,Mutual Fund
2020-02-24,414.1510356561552,110011,Mutual Fund
2020-02-24,361.1866816099087,161005,Mutual Fund
2020-02-24,339.1607643719477,163402,Mutual Fund
2020-02-24,246.93454723774155,202002,Mutual Fund
2020-02-24,327.22893781881953,260116,Mutual Fund
2020-02-24,172.03937265041787,270006,Mutual Fund
2020-02-24,177.72559373258525,377010,Mutual Fund
2020-02-24,162.22471354999828,040001,Strategy Fund
2020-02-24,156.20959269136023,050001,Strategy Fund
2020-02-24,218.31941183363105,070002,Strategy Fund
2020-02-24,230.41784760557604,110011,Strategy Fund
2020-02-24,224.6999266173232,161005,Strategy Fund
2020-02-24,168.69011772054807,163402,Strategy Fund
2020-02-24,198.76276330571244,202002,Strategy Fund
2020-02-24,193.30228125328293,260116,Strategy Fund
2020-02-24,187.88720396425927,270006,Strategy Fund
2020-02-24,169.06038112236473,377010,Strategy Fund
2020-02-24,196.9614155380729,519008,Strategy Fund
2020-02-25,132.386727881107,Shanghai Composite,Index
2020-02-25,137.7136824699516,040001,Mutual Fund
2020-02-25,144.06629933580734,050001,Mutual Fund
2020-02-25,326.8922571398957,070002,Mutual Fund
2020-02-25,413.5298091026709,110011,Mutual Fund
2020-02-25,360.2114775695619,161005,Mutual Fund
2020-02-25,340.5852395823099,163402,Mutual Fund
2020-02-25,249.87306834987072,202002,Mutual Fund
2020-02-25,329.5195403835512,260116,Mutual Fund
2020-02-25,173.00279313726023,270006,Mutual Fund
2020-02-25,177.12132671389446,377010,Mutual Fund
2020-02-25,161.27154792989634,040001,Strategy Fund
2020-02-25,155.82224365152294,050001,Strategy Fund
2020-02-25,219.0285590123207,070002,Strategy Fund
2020-02-25,229.9140249117156,110011,Strategy Fund
2020-02-25,223.78911115300434,161005,Strategy Fund
2020-02-25,167.60690086281625,163402,Strategy Fund
2020-02-25,199.26506284322403,202002,Strategy Fund
2020-02-25,193.2357035332019,260116,Strategy Fund
2020-02-25,187.85626680083374,270006,Strategy Fund
2020-02-25,168.3542251951839,377010,Strategy Fund
2020-02-25,197.60830029764168,519008,Strategy Fund
2020-02-26,131.2879180396938,Shanghai Composite,Index
2020-02-26,134.9043233475646,040001,Mutual Fund
2020-02-26,139.94600317480325,050001,Mutual Fund
2020-02-26,316.0067449771372,070002,Mutual Fund
2020-02-26,406.7479202333872,110011,Mutual Fund
2020-02-26,348.2524565142525,161005,Mutual Fund
2020-02-26,336.94097751877916,163402,Mutual Fund
2020-02-26,239.85315830904085,202002,Mutual Fund
2020-02-26,323.3575249783788,260116,Mutual Fund
2020-02-26,168.10681409147577,270006,Mutual Fund
2020-02-26,176.0408866209397,377010,Mutual Fund
2020-02-26,159.36917382933063,040001,Strategy Fund
2020-02-26,151.9187301952566,050001,Strategy Fund
2020-02-26,212.66606445991633,070002,Strategy Fund
2020-02-26,226.65992056853094,110011,Strategy Fund
2020-02-26,219.6177713058921,161005,Strategy Fund
2020-02-26,165.33952909520167,163402,Strategy Fund
2020-02-26,192.63887307731386,202002,Strategy Fund
2020-02-26,189.13915401602125,260116,Strategy Fund
2020-02-26,183.48984121014138,270006,Strategy Fund
2020-02-26,164.20171402883093,377010,Strategy Fund
2020-02-26,192.63675801952348,519008,Strategy Fund
2020-02-27,131.4323347495375,Shanghai Composite,Index
2020-02-27,135.9565770696756,040001,Mutual Fund
2020-02-27,141.51339841036105,050001,Mutual Fund
2020-02-27,320.30443670882624,070002,Mutual Fund
2020-02-27,409.96122880323094,110011,Mutual Fund
2020-02-27,350.55092272724653,161005,Mutual Fund
2020-02-27,338.89523518838814,163402,Mutual Fund
2020-02-27,240.06902615151898,202002,Mutual Fund
2020-02-27,327.7228515655869,260116,Mutual Fund
2020-02-27,168.64475589656848,270006,Mutual Fund
2020-02-27,177.4492137139072,377010,Mutual Fund
2020-02-27,159.8867057890248,040001,Strategy Fund
2020-02-27,152.24949274746447,050001,Strategy Fund
2020-02-27,213.3366007634129,070002,Strategy Fund
2020-02-27,228.86494502430875,110011,Strategy Fund
2020-02-27,220.59561235469064,161005,Strategy Fund
2020-02-27,166.11773079965744,163402,Strategy Fund
2020-02-27,193.2345125632972,202002,Strategy Fund
2020-02-27,189.77743464274135,260116,Strategy Fund
