Date,Capital Value,Fund Code,Fund Type
2015-05-08,201.04069453040893,202002,Strategy Fund
2015-05-08,231.96625186527586,260116,Strategy Fund
2015-05-08,210.98295787681977,270006,Strategy Fund
2015-05-08,194.9456394133402,377010,Strategy Fund
2015-05-08,193.5875471982403,519008,Strategy Fund
2015-05-11,190.35812530043154,Shanghai Composite,Index
2015-05-11,156.88141685813167,040001,Mutual Fund
2015-05-11,132.71735830154253,050001,Mutual Fund
2015-05-11,254.7716295810921,070002,Mutual Fund
2015-05-11,193.0185677593525,110011,Mutual Fund
2015-05-11,251.0490293749647,161005,Mutual Fund
2015-05-11,204.9019433639503,163402,Mutual Fund
2015-05-11,186.2720447662026,202002,Mutual Fund
2015-05-11,255.24677000675658,260116,Mutual Fund
2015-05-11,197.31816081832386,270006,Mutual Fund
2015-05-11,232.73060424515876,377010,Mutual Fund
2015-05-11,184.54774520110564,040001,Strategy Fund
2015-05-11,178.91095818825448,050001,Strategy Fund
2015-05-11,237.98532170903894,070002,Strategy Fund
2015-05-11,189.71845920684663,110011,Strategy Fund
2015-05-11,236.7688233928488,161005,Strategy Fund
2015-05-11,197.2985345464693,163402,Strategy Fund
2015-05-11,208.34797783960917,202002,Strategy Fund
2015-05-11,241.37226685323031,260116,Strategy Fund
2015-05-11,219.16077648357137,270006,Strategy Fund
2015-05-11,203.41310659922306,377010,Strategy Fund
2015-05-11,200.49925328792472,519008,Strategy Fund
2015-05-12,193.3277120551183,Shanghai Composite,Index
2015-05-12,157.57169509230744,040001,Mutual Fund
2015-05-12,133.1287821122773,050001,Mutual Fund
2015-05-12,265.34465220870743,070002,Mutual Fund
2015-05-12,192.4974176264022,110011,Mutual Fund
2015-05-12,254.81476481558914,161005,Mutual Fund
2015-05-12,207.31978629564495,163402,Mutual Fund
2015-05-12,190.85433706745118,202002,Mutual Fund
2015-05-12,261.34716780991806,260116,Mutual Fund
2015-05-12,204.77678729725653,270006,Mutual Fund
2015-05-12,241.17872517925804,377010,Mutual Fund
2015-05-12,187.27171442077704,040001,Strategy Fund
2015-05-12,180.95939456665315,050001,Strategy Fund
2015-05-12,243.12912636208992,070002,Strategy Fund
2015-05-12,192.3997023486241,110011,Strategy Fund
2015-05-12,241.76752118074805,161005,Strategy Fund
2015-05-12,200.39767694229263,163402,Strategy Fund
2015-05-12,212.8478093426632,202002,Strategy Fund
2015-05-12,247.21238820610944,260116,Strategy Fund
2015-05-12,223.53421211333347,270006,Strategy Fund
2015-05-12,207.66145694550758,377010,Strategy Fund
2015-05-12,203.0203697811773,519008,Strategy Fund
2015-05-13,192.2064113251986,Shanghai Composite,Index
2015-05-13,157.57169509230744,040001,Mutual Fund
2015-05-13,132.86252454805273,050001,Mutual Fund
2015-05-13,265.5303934652535,070002,Mutual Fund
2015-05-13,193.5946529068727,110011,Mutual Fund
2015-05-13,256.3691348809642,161005,Mutual Fund
2015-05-13,208.37711720575274,163402,Mutual Fund
2015-05-13,190.75890989891747,202002,Mutual Fund
2015-05-13,262.6539036489676,260116,Mutual Fund
2015-05-13,203.85529175441883,270006,Mutual Fund
2015-05-13,239.46635623048533,377010,Mutual Fund
2015-05-13,187.44803837078075,040001,Strategy Fund
2015-05-13,178.86028305559122,050001,Strategy Fund
2015-05-13,243.3065680686367,070002,Strategy Fund
2015-05-13,193.9403828288601,110011,Strategy Fund
2015-05-13,242.07899925276396,161005,Strategy Fund
2015-05-13,200.284707858766,163402,Strategy Fund
2015-05-13,211.15928192436627,202002,Strategy Fund
2015-05-13,246.23724528536374,260116,Strategy Fund
2015-05-13,222.73477901616405,270006,Strategy Fund
2015-05-13,207.273872964679,377010,Strategy Fund
2015-05-13,203.54764093274022,519008,Strategy Fund
2015-05-14,192.32173517199368,Shanghai Composite,Index
2015-05-14,156.8783796339013,040001,Mutual Fund
2015-05-14,131.91920062376158,050001,Mutual Fund
2015-05-14,258.94523970731524,070002,Mutual Fund
2015-05-14,191.42639279431577,110011,Mutual Fund
2015-05-14,256.42040870794045,161005,Mutual Fund
2015-05-14,207.75198585413546,163402,Mutual Fund
2015-05-14,188.94670025487775,202002,Mutual Fund
2015-05-14,260.0273646124779,260116,Mutual Fund
2015-05-14,201.47018484089213,270006,Mutual Fund
2015-05-14,236.97590612568828,377010,Mutual Fund
2015-05-14,187.20792412388698,040001,Strategy Fund
2015-05-14,178.56504491156852,050001,Strategy Fund
2015-05-14,241.86555676698796,070002,Strategy Fund
2015-05-14,192.57850871028816,110011,Strategy Fund
2015-05-14,240.82575296053386,161005,Strategy Fund
2015-05-14,199.49297009741676,163402,Strategy Fund
2015-05-14,210.0604248819296,202002,Strategy Fund
2015-05-14,244.67720271511558,260116,Strategy Fund
2015-05-14,221.76400685303642,270006,Strategy Fund
2015-05-14,206.07732792629062,377010,Strategy Fund
2015-05-14,203.5154829616089,519008,Strategy Fund
2015-05-15,189.26381958275897,Shanghai Composite,Index
2015-05-15,155.13702961996498,040001,Mutual Fund
2015-05-15,129.34677621159824,050001,Mutual Fund
2015-05-15,260.6283837654127,070002,Mutual Fund
2015-05-15,189.5121288663726,110011,Mutual Fund
2015-05-15,254.13826707043972,161005,Mutual Fund
2015-05-15,206.1107451658878,163402,Mutual Fund
2015-05-15,189.49464568561692,202002,Mutual Fund
2015-05-15,261.58752880015277,260116,Mutual Fund
2015-05-15,203.4848866893011,270006,Mutual Fund
2015-05-15,240.12768567715997,377010,Mutual Fund
2015-05-15,184.48806276225105,040001,Strategy Fund
2015-05-15,175.03848406055403,050001,Strategy Fund
2015-05-15,240.35617772856835,070002,Strategy Fund
2015-05-15,189.64317488554045,110011,Strategy Fund
2015-05-15,238.95543978413104,161005,Strategy Fund
2015-05-15,196.92743538611597,163402,Strategy Fund
2015-05-15,207.62537769812658,202002,Strategy Fund
2015-05-15,242.7240302181245,260116,Strategy Fund
2015-05-15,219.62905459093477,270006,Strategy Fund
2015-05-15,204.40688454837348,377010,Strategy Fund
2015-05-15,200.55367053654254,519008,Strategy Fund
2015-05-18,188.16608942917895,Shanghai Composite,Index
2015-05-18,154.79572815480105,040001,Mutual Fund
2015-05-18,127.98863506137646,050001,Mutual Fund
2015-05-18,269.4897488134368,070002,Mutual Fund
2015-05-18,187.5791051519356,110011,Mutual Fund
2015-05-18,258.7889973578288,161005,Mutual Fund
2015-05-18,209.47035031209177,163402,Mutual Fund
2015-05-18,193.77722467811185,202002,Mutual Fund
2015-05-18,266.63616810599575,260116,Mutual Fund
2015-05-18,213.59808555775936,270006,Mutual Fund
2015-05-18,249.85285694708494,377010,Mutual Fund
2015-05-18,184.88081262688206,040001,Strategy Fund
2015-05-18,172.21298772964303,050001,Strategy Fund
2015-05-18,243.17811607973763,070002,Strategy Fund
2015-05-18,189.4329689655204,110011,Strategy Fund
2015-05-18,241.06622842748143,161005,Strategy Fund
2015-05-18,197.65324649644546,163402,Strategy Fund
2015-05-18,207.32197436216154,202002,Strategy Fund
2015-05-18,244.15022370088758,260116,Strategy Fund
2015-05-18,220.18195798462412,270006,Strategy Fund
2015-05-18,206.43072808303754,377010,Strategy Fund
2015-05-18,201.70605111215772,519008,Strategy Fund
2015-05-19,194.0556880283123,Shanghai Composite,Index
2015-05-19,157.92260186352803,040001,Mutual Fund
2015-05-19,132.0458747928221,050001,Mutual Fund
2015-05-19,272.9931155480114,070002,Mutual Fund
2015-05-19,192.38113024382517,110011,Mutual Fund
2015-05-19,264.24944520207896,161005,Mutual Fund
2015-05-19,213.6388102833024,163402,Mutual Fund
2015-05-19,197.28459244478566,202002,Mutual Fund
2015-05-19,274.84856208366045,260116,Mutual Fund
2015-05-19,218.40404248280896,270006,Mutual Fund
2015-05-19,256.72381051312976,377010,Mutual Fund
2015-05-19,189.53805207215018,040001,Strategy Fund
2015-05-19,178.4579636698538,050001,Strategy Fund
2015-05-19,247.8467520916853,070002,Strategy Fund
2015-05-19,194.83228810001268,110011,Strategy Fund
2015-05-19,246.04001163807544,161005,Strategy Fund
2015-05-19,202.57127174423903,163402,Strategy Fund
2015-05-19,212.9266411989592,202002,Strategy Fund
2015-05-19,249.68250299714137,260116,Strategy Fund
2015-05-19,225.48487547941133,270006,Strategy Fund
2015-05-19,210.73202905944578,377010,Strategy Fund
2015-05-19,206.438501851637,519008,Strategy Fund
2015-05-20,195.3170500004963,Shanghai Composite,Index
2015-05-20,158.79117617377744,040001,Mutual Fund
2015-05-20,132.30996654240778,050001,Mutual Fund
2015-05-20,279.1354606478417,070002,Mutual Fund
2015-05-20,196.69046756128685,110011,Mutual Fund
2015-05-20,270.5650069424086,161005,Mutual Fund
2015-05-20,216.28793153081537,163402,Mutual Fund
2015-05-20,200.5792451386136,202002,Mutual Fund
2015-05-20,279.548472495291,260116,Mutual Fund
2015-05-20,223.03420818344452,270006,Mutual Fund
2015-05-20,266.81305626629575,377010,Mutual Fund
2015-05-20,191.00972753099154,040001,Strategy Fund
2015-05-20,178.96932467852358,050001,Strategy Fund
2015-05-20,250.29457725938505,070002,Strategy Fund
2015-05-20,196.07234481956763,110011,Strategy Fund
2015-05-20,248.34230067740654,161005,Strategy Fund
2015-05-20,204.02494678802853,163402,Strategy Fund
2015-05-20,214.4799841220751,202002,Strategy Fund
2015-05-20,252.11491052697016,260116,Strategy Fund
2015-05-20,227.23012502576466,270006,Strategy Fund
2015-05-20,212.62160316198887,377010,Strategy Fund
2015-05-20,208.01178466139086,519008,Strategy Fund
2015-05-21,198.96947883550558,Shanghai Composite,Index
2015-05-21,161.39535146302737,040001,Mutual Fund
2015-05-21,134.0696890974218,050001,Mutual Fund
2015-05-21,285.6393168809364,070002,Mutual Fund
2015-05-21,201.13567212817193,110011,Mutual Fund
2015-05-21,279.1689741631772,161005,Mutual Fund
2015-05-21,221.71675861223878,163402,Mutual Fund
2015-05-21,206.5364487192304,202002,Mutual Fund
2015-05-21,288.8015269348851,260116,Mutual Fund
2015-05-21,227.40567866384004,270006,Mutual Fund
2015-05-21,276.79186457065515,377010,Mutual Fund
2015-05-21,196.131922203951,040001,Strategy Fund
2015-05-21,181.10270895711977,050001,Strategy Fund
2015-05-21,255.98959685815353,070002,Strategy Fund
2015-05-21,202.3645334236583,110011,Strategy Fund
2015-05-21,254.45057503339962,161005,Strategy Fund
2015-05-21,208.919077240974,163402,Strategy Fund
2015-05-21,218.12548405981804,202002,Strategy Fund
2015-05-21,257.597526979197,260116,Strategy Fund
2015-05-21,231.55370575487217,270006,Strategy Fund
2015-05-21,217.0692821903915,377010,Strategy Fund
2015-05-21,213.8363069743922,519008,Strategy Fund
2015-05-22,204.60031508655038,Shanghai Composite,Index
2015-05-22,163.9938166215821,040001,Mutual Fund
2015-05-22,137.31417557357938,050001,Mutual Fund
2015-05-22,285.2679857689912,070002,Mutual Fund
2015-05-22,204.73600065926624,110011,Mutual Fund
2015-05-22,280.8998218029889,161005,Mutual Fund
2015-05-22,223.1135741914959,163402,Mutual Fund
2015-05-22,208.0235111500089,202002,Mutual Fund
2015-05-22,291.86282312039486,260116,Mutual Fund
2015-05-22,224.56310768054206,270006,Mutual Fund
2015-05-22,276.07220572277146,377010,Mutual Fund
2015-05-22,200.6058873386018,040001,Strategy Fund
2015-05-22,186.53900537457446,050001,Strategy Fund
2015-05-22,259.6917759578052,070002,Strategy Fund
2015-05-22,207.5881866269736,110011,Strategy Fund
2015-05-22,258.71699330856075,161005,Strategy Fund
2015-05-22,213.16773796661752,163402,Strategy Fund
2015-05-22,222.71151532843098,202002,Strategy Fund
2015-05-22,262.0549838047115,260116,Strategy Fund
2015-05-22,235.9755228968576,270006,Strategy Fund
2015-05-22,220.3871601150583,377010,Strategy Fund
2015-05-22,218.32066130079036,519008,Strategy Fund
2015-05-25,211.4544256419498,Shanghai Composite,Index
2015-05-25,167.29009233567592,040001,Mutual Fund
2015-05-25,140.9667326438366,050001,Mutual Fund
2015-05-25,280.789278392418,070002,Mutual Fund
2015-05-25,210.57097667805527,110011,Mutual Fund
2015-05-25,285.8717486489018,161005,Mutual Fund
2015-05-25,225.25546450373426,163402,Mutual Fund
2015-05-25,212.37120253304406,202002,Mutual Fund
2015-05-25,299.4512565215251,260116,Mutual Fund
2015-05-25,225.32662224665594,270006,Mutual Fund
2015-05-25,274.5262013707239,377010,Mutual Fund
2015-05-25,207.25133911742765,040001,Strategy Fund
2015-05-25,192.81366984560728,050001,Strategy Fund
2015-05-25,266.02039262890065,070002,Strategy Fund
2015-05-25,216.24095743159,110011,Strategy Fund
2015-05-25,266.02003141745405,161005,Strategy Fund
2015-05-25,219.1236638536013,163402,Strategy Fund
2015-05-25,229.52744374614832,202002,Strategy Fund
2015-05-25,270.23012416743137,260116,Strategy Fund
2015-05-25,242.4851365793502,270006,Strategy Fund
2015-05-25,225.37354605737914,377010,Strategy Fund
2015-05-25,224.31895855723099,519008,Strategy Fund
2015-05-26,215.72580503991722,Shanghai Composite,Index
2015-05-26,170.06710786844812,040001,Mutual Fund
2015-05-26,142.1790465445736,050001,Mutual Fund
2015-05-26,289.85877208449307,070002,Mutual Fund
2015-05-26,213.6031987422193,110011,Mutual Fund
2015-05-26,294.01909348539556,161005,Mutual Fund
2015-05-26,231.47251532403735,163402,Mutual Fund
2015-05-26,219.08213253308827,202002,Mutual Fund
2015-05-26,311.12985552586457,260116,Mutual Fund
2015-05-26,235.51138557220472,270006,Mutual Fund
2015-05-26,286.66025947130987,377010,Mutual Fund
2015-05-26,212.7276925869255,040001,Strategy Fund
2015-05-26,195.59976533196536,050001,Strategy Fund
2015-05-26,276.96958669616515,070002,Strategy Fund
2015-05-26,220.27160071985102,110011,Strategy Fund
2015-05-26,275.25035839901227,161005,Strategy Fund
2015-05-26,224.50634524253434,163402,Strategy Fund
2015-05-26,235.89462975905877,202002,Strategy Fund
2015-05-26,279.97541441730044,260116,Strategy Fund
2015-05-26,249.8698180534679,270006,Strategy Fund
2015-05-26,233.68985323099665,377010,Strategy Fund
2015-05-26,229.57984763011953,519008,Strategy Fund
2015-05-27,217.08487761166865,Shanghai Composite,Index
2015-05-27,172.6691346188354,040001,Mutual Fund
2015-05-27,141.49658712115965,050001,Mutual Fund
2015-05-27,290.09065910216066,070002,Mutual Fund
2015-05-27,209.86514276423046,110011,Mutual Fund
2015-05-27,295.45978704347397,161005,Mutual Fund
2015-05-27,234.18074375332858,163402,Mutual Fund
2015-05-27,220.81288138009967,202002,Mutual Fund
2015-05-27,311.5654373236008,260116,Mutual Fund
2015-05-27,233.22692513215432,270006,Mutual Fund
2015-05-27,288.20822487245493,377010,Mutual Fund
2015-05-27,214.87702866270365,040001,Strategy Fund
2015-05-27,194.88420093212807,050001,Strategy Fund
2015-05-27,280.254750760246,070002,Strategy Fund
2015-05-27,221.38291977879848,110011,Strategy Fund
2015-05-27,278.13007607931524,161005,Strategy Fund
2015-05-27,226.01579784423214,163402,Strategy Fund
2015-05-27,236.71439202455628,202002,Strategy Fund
2015-05-27,282.178546925342,260116,Strategy Fund
2015-05-27,251.4515739303936,270006,Strategy Fund
2015-05-27,236.01536552643654,377010,Strategy Fund
2015-05-27,232.1217693481206,519008,Strategy Fund
2015-05-28,202.97436056691024,Shanghai Composite,Index
2015-05-28,165.55516627253937,040001,Mutual Fund
2015-05-28,133.78502312305645,050001,Mutual Fund
2015-05-28,275.1509901583994,070002,Mutual Fund
2015-05-28,200.5471304254986,110011,Mutual Fund
2015-05-28,279.2094987560829,161005,Mutual Fund
2015-05-28,224.81351400319545,163402,Mutual Fund
2015-05-28,211.34000876889337,202002,Mutual Fund
2015-05-28,294.55396444573216,260116,Mutual Fund
2015-05-28,219.30327770176473,270006,Mutual Fund
2015-05-28,271.60743111980156,377010,Mutual Fund
2015-05-28,202.359158249986,040001,Strategy Fund
2015-05-28,181.41204646302108,050001,Strategy Fund
2015-05-28,264.2601159073978,070002,Strategy Fund
2015-05-28,206.9369264972531,110011,Strategy Fund
2015-05-28,261.5583842756368,161005,Strategy Fund
2015-05-28,212.22423273866474,163402,Strategy Fund
2015-05-28,221.48451274138847,202002,Strategy Fund
2015-05-28,265.478001809125,260116,Strategy Fund
2015-05-28,235.64175345792552,270006,Strategy Fund
2015-05-28,222.2394274043967,377010,Strategy Fund
2015-05-28,218.96335842655802,519008,Strategy Fund
2015-05-29,202.6090067178898,Shanghai Composite,Index
2015-05-29,166.25049797088403,040001,Mutual Fund
2015-05-29,133.38366805368727,050001,Mutual Fund
2015-05-29,282.74515748677123,070002,Mutual Fund
2015-05-29,200.2463097298604,110011,Mutual Fund
2015-05-29,282.7275384404095,161005,Mutual Fund
2015-05-29,227.53375752263412,163402,Mutual Fund
2015-05-29,213.7281508679819,202002,Mutual Fund
2015-05-29,300.1504897702011,260116,Mutual Fund
2015-05-29,225.3341178385633,270006,Mutual Fund
2015-05-29,281.5211023556743,377010,Mutual Fund
2015-05-29,204.9932492145964,040001,Strategy Fund
2015-05-29,181.09602706693303,050001,Strategy Fund
2015-05-29,268.9915719936213,070002,Strategy Fund
2015-05-29,207.2344405130822,110011,Strategy Fund
2015-05-29,265.2324974938969,161005,Strategy Fund
2015-05-29,214.75812682781486,163402,Strategy Fund
2015-05-29,222.84920379993682,202002,Strategy Fund
2015-05-29,268.8631509064278,260116,Strategy Fund
2015-05-29,237.9638753009744,270006,Strategy Fund
2015-05-29,225.9209897928642,377010,Strategy Fund
2015-05-29,222.74857133352106,519008,Strategy Fund
2015-06-01,212.15189093430234,Shanghai Composite,Index
2015-06-01,172.66776719256015,040001,Mutual Fund
2015-06-01,138.93242864472066,050001,Mutual Fund
2015-06-01,294.2246108807342,070002,Mutual Fund
2015-06-01,208.0959650712709,110011,Mutual Fund
2015-06-01,294.7434588241269,161005,Mutual Fund
2015-06-01,236.45308081752137,163402,Mutual Fund
2015-06-01,222.70473320443713,202002,Mutual Fund
2015-06-01,313.1470059772507,260116,Mutual Fund
2015-06-01,237.05149196616856,270006,Mutual Fund
2015-06-01,295.8786785758137,377010,Mutual Fund
2015-06-01,215.1621246686221,040001,Strategy Fund
2015-06-01,189.77771739736986,050001,Strategy Fund
2015-06-01,282.71611951609503,070002,Strategy Fund
2015-06-01,217.52354603997173,110011,Strategy Fund
2015-06-01,278.74122110199204,161005,Strategy Fund
2015-06-01,225.4137078357063,163402,Strategy Fund
2015-06-01,234.13662735504977,202002,Strategy Fund
2015-06-01,282.42791526273686,260116,Strategy Fund
2015-06-01,249.9877897269908,270006,Strategy Fund
2015-06-01,237.47877953705995,377010,Strategy Fund
2015-06-01,233.72475352785864,519008,Strategy Fund
2015-06-02,215.73725789109207,Shanghai Composite,Index
2015-06-02,175.44771824436035,040001,Mutual Fund
2015-06-02,139.73823673086002,050001,Mutual Fund
2015-06-02,300.69755232011033,070002,Mutual Fund
2015-06-02,210.50987826609767,110011,Mutual Fund
2015-06-02,302.4067887535542,161005,Mutual Fund
2015-06-02,242.9555405400032,163402,Mutual Fund
2015-06-02,229.02954762744315,202002,Mutual Fund
2015-06-02,323.26165427031583,260116,Mutual Fund
2015-06-02,247.12618037473075,270006,Mutual Fund
2015-06-02,305.5834992331004,377010,Mutual Fund
2015-06-02,219.64106482472238,040001,Strategy Fund
2015-06-02,191.6363174610506,050001,Strategy Fund
2015-06-02,290.2748038735422,070002,Strategy Fund
2015-06-02,223.54180353505586,110011,Strategy Fund
2015-06-02,286.2864625908473,161005,Strategy Fund
2015-06-02,230.2408943730383,163402,Strategy Fund
2015-06-02,239.04100316324462,202002,Strategy Fund
2015-06-02,289.26795237045746,260116,Strategy Fund
2015-06-02,255.8054568331415,270006,Strategy Fund
2015-06-02,243.35853210840236,377010,Strategy Fund
2015-06-02,238.46721637946456,519008,Strategy Fund
2015-06-03,215.71568416530295,Shanghai Composite,Index
2015-06-03,175.272270526116,040001,Mutual Fund
2015-06-03,139.19325760760967,050001,Mutual Fund
2015-06-03,304.5765507450397,070002,Mutual Fund
2015-06-03,208.61528936170276,110011,Mutual Fund
2015-06-03,303.31400911981484,161005,Mutual Fund
2015-06-03,243.05272275621923,163402,Mutual Fund
2015-06-03,229.67083036079993,202002,Mutual Fund
2015-06-03,324.393070060262,260116,Mutual Fund
2015-06-03,251.4014632952136,270006,Mutual Fund
2015-06-03,308.4865424758149,377010,Mutual Fund
2015-06-03,219.3498437357042,040001,Strategy Fund
2015-06-03,191.26672672813035,050001,Strategy Fund
2015-06-03,291.3234366735013,070002,Strategy Fund
2015-06-03,220.40959859325585,110011,Strategy Fund
2015-06-03,285.7773278674658,161005,Strategy Fund
2015-06-03,229.24601041964615,163402,Strategy Fund
2015-06-03,238.4049134856893,202002,Strategy Fund
2015-06-03,289.48070532422383,260116,Strategy Fund
2015-06-03,255.36011072667932,270006,Strategy Fund
2015-06-03,243.82729981416014,377010,Strategy Fund
2015-06-03,237.7611737489369,519008,Strategy Fund
2015-06-04,217.35512336495927,Shanghai Composite,Index
2015-06-04,175.272270526116,040001,Mutual Fund
2015-06-04,140.40423894879586,050001,Mutual Fund
2015-06-04,301.68307351296187,070002,Mutual Fund
2015-06-04,206.2162135340432,110011,Mutual Fund
2015-06-04,304.8609105663259,161005,Mutual Fund
2015-06-04,241.2784378800988,163402,Mutual Fund
2015-06-04,225.65159082948597,202002,Mutual Fund
2015-06-04,321.60328965774374,260116,Mutual Fund
2015-06-04,248.78688807694337,270006,Mutual Fund
2015-06-04,302.4093575890413,377010,Mutual Fund
2015-06-04,219.29488221973395,040001,Strategy Fund
2015-06-04,194.83817219231665,050001,Strategy Fund
2015-06-04,289.7607841985164,070002,Strategy Fund
2015-06-04,218.21784308800466,110011,Strategy Fund
2015-06-04,283.85950725769413,161005,Strategy Fund
2015-06-04,229.22860872551868,163402,Strategy Fund
2015-06-04,238.87159080952443,202002,Strategy Fund
2015-06-04,287.8554632254663,260116,Strategy Fund
2015-06-04,255.3715553491148,270006,Strategy Fund
2015-06-04,243.3006293388561,377010,Strategy Fund
2015-06-04,237.87183740632653,519008,Strategy Fund
2015-06-05,220.7023922647797,Shanghai Composite,Index
2015-06-05,177.0074660043245,040001,Mutual Fund
2015-06-05,141.2185835346989,050001,Mutual Fund
2015-06-05,303.04064734377016,070002,Mutual Fund
2015-06-05,208.29899729073702,110011,Mutual Fund
2015-06-05,304.46459138258973,161005,Mutual Fund
2015-06-05,243.32930460207965,163402,Mutual Fund
2015-06-05,228.08862801044444,202002,Mutual Fund
2015-06-05,323.3399474218956,260116,Mutual Fund
2015-06-05,249.53324874117416,270006,Mutual Fund
2015-06-05,299.99008272832896,377010,Mutual Fund
2015-06-05,222.54812105389493,040001,Strategy Fund
2015-06-05,197.2764083547797,050001,Strategy Fund
2015-06-05,291.6367422533284,070002,Strategy Fund
2015-06-05,221.55163312073074,110011,Strategy Fund
2015-06-05,286.90061778481555,161005,Strategy Fund
2015-06-05,231.36008690492088,163402,Strategy Fund
2015-06-05,241.57785476475166,202002,Strategy Fund
2015-06-05,291.41132074820854,260116,Strategy Fund
2015-06-05,257.99630547170096,270006,Strategy Fund
2015-06-05,244.3949672448643,377010,Strategy Fund
2015-06-05,240.6432360824458,519008,Strategy Fund
2015-06-08,225.4916341769254,Shanghai Composite,Index
2015-06-08,178.38812423915823,040001,Mutual Fund
2015-06-08,147.71463837729505,050001,Mutual Fund
2015-06-08,289.31290601909734,070002,Mutual Fund
2015-06-08,211.25684305226548,110011,Mutual Fund
2015-06-08,302.2115534063586,161005,Mutual Fund
2015-06-08,238.48705144049825,163402,Mutual Fund
2015-06-08,223.70932635264387,202002,Mutual Fund
2015-06-08,315.4827866995435,260116,Mutual Fund
2015-06-08,239.12771226866724,270006,Mutual Fund
2015-06-08,290.6303921472051,377010,Mutual Fund
2015-06-08,223.4387733257646,040001,Strategy Fund
2015-06-08,203.81873713028423,050001,Strategy Fund
2015-06-08,288.69324625361907,070002,Strategy Fund
2015-06-08,224.99691917504188,110011,Strategy Fund
2015-06-08,285.4866872831139,161005,Strategy Fund
2015-06-08,232.78327199449248,163402,Strategy Fund
2015-06-08,244.32989153817323,202002,Strategy Fund
2015-06-08,291.1431041909453,260116,Strategy Fund
2015-06-08,258.9877633638548,270006,Strategy Fund
2015-06-08,243.13135529711752,377010,Strategy Fund
2015-06-08,240.9299299673346,519008,Strategy Fund
2015-06-09,224.67986429388844,Shanghai Composite,Index
2015-06-09,177.17508499433197,040001,Mutual Fund
2015-06-09,147.58169520275547,050001,Mutual Fund
2015-06-09,287.49023471117704,070002,Mutual Fund
2015-06-09,210.51744410158258,110011,Mutual Fund
2015-06-09,303.20885153259957,161005,Mutual Fund
2015-06-09,238.5585975559304,163402,Mutual Fund
2015-06-09,225.23054977184182,202002,Mutual Fund
2015-06-09,315.04111079816414,260116,Mutual Fund
2015-06-09,237.90816093609703,270006,Mutual Fund
2015-06-09,289.67131185311933,377010,Mutual Fund
2015-06-09,222.43713904403867,040001,Strategy Fund
2015-06-09,201.95110898530538,050001,Strategy Fund
2015-06-09,289.09690443232415,070002,Strategy Fund
2015-06-09,223.94561721646605,110011,Strategy Fund
2015-06-09,285.4945948034139,161005,Strategy Fund
2015-06-09,231.7091955033446,163402,Strategy Fund
2015-06-09,243.6745480723679,202002,Strategy Fund
2015-06-09,290.6122036973573,260116,Strategy Fund
2015-06-09,258.6173748917924,270006,Strategy Fund
2015-06-09,243.25022061282456,377010,Strategy Fund
2015-06-09,239.5508353861196,519008,Strategy Fund
2015-06-10,224.3428444974476,Shanghai Composite,Index
2015-06-10,180.47054157522652,040001,Mutual Fund
2015-06-10,146.50434882777537,050001,Mutual Fund
2015-06-10,293.4125335462272,070002,Mutual Fund
2015-06-10,211.29635864475844,110011,Mutual Fund
2015-06-10,307.33249191344294,161005,Mutual Fund
2015-06-10,243.16277848875987,163402,Mutual Fund
2015-06-10,229.2171305028034,202002,Mutual Fund
2015-06-10,321.24742068088796,260116,Mutual Fund
2015-06-10,245.25952310902244,270006,Mutual Fund
2015-06-10,299.17253088190165,377010,Mutual Fund
2015-06-10,223.69574472269852,040001,Strategy Fund
2015-06-10,199.72581335163952,050001,Strategy Fund
2015-06-10,293.40702129082274,070002,Strategy Fund
2015-06-10,227.36429284994713,110011,Strategy Fund
2015-06-10,289.4065023753737,161005,Strategy Fund
2015-06-10,234.19805619497666,163402,Strategy Fund
2015-06-10,243.99007366763303,202002,Strategy Fund
2015-06-10,292.1979276566747,260116,Strategy Fund
2015-06-10,260.5765828750314,270006,Strategy Fund
2015-06-10,246.63285352810283,377010,Strategy Fund
2015-06-10,242.26821439200288,519008,Strategy Fund
2015-06-11,225.0158730309399,Shanghai Composite,Index
2015-06-11,181.51727071636284,040001,Mutual Fund
2015-06-11,146.37249491383037,050001,Mutual Fund
2015-06-11,295.14366749414995,070002,Mutual Fund
2015-06-11,211.9302477206927,110011,Mutual Fund
2015-06-11,309.483819356837,161005,Mutual Fund
2015-06-11,244.1597458805638,163402,Mutual Fund
2015-06-11,233.04505658220026,202002,Mutual Fund
2015-06-11,323.84952478840313,260116,Mutual Fund
2015-06-11,249.11009762183406,270006,Mutual Fund
2015-06-11,304.28838115998207,377010,Mutual Fund
2015-06-11,224.87942967648303,040001,Strategy Fund
2015-06-11,198.99363752189566,050001,Strategy Fund
2015-06-11,294.6368457021994,070002,Strategy Fund
2015-06-11,229.5419643626444,110011,Strategy Fund
2015-06-11,291.11237968123294,161005,Strategy Fund
2015-06-11,235.80768688006958,163402,Strategy Fund
2015-06-11,244.0107345640652,202002,Strategy Fund
2015-06-11,292.6182450831842,260116,Strategy Fund
2015-06-11,261.3833136682916,270006,Strategy Fund
2015-06-11,247.6800796566837,377010,Strategy Fund
2015-06-11,244.62166984784272,519008,Strategy Fund
2015-06-12,226.97351112630906,Shanghai Composite,Index
2015-06-12,183.76808487324575,040001,Mutual Fund
2015-06-12,148.67054308397752,050001,Mutual Fund
2015-06-12,298.3312191030868,070002,Mutual Fund
